,Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker
234,Li Auto,Lean Manufacturing,300.0,5.8,7.0,98.0,90.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,80768648,354000,63,217000,60,43,LI
235,Faraday Future,Agile SCM,300.0,5.5,18.0,88.0,88.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,36433623,355000,64,217500,61,44,FFAI
236,Canoo,Lean Manufacturing,10000.0,4.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,102310008,356000,65,218000,62,45,GOEV
237,Lordstown Motors,Vendor Managed Inventory,20000.0,7.7,11.0,90.0,94.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,101338807,357000,66,218500,63,46,
238,Nikola,Agile SCM,500.0,5.0,14.0,90.0,91.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,10.0,Medium,85.0,80.0,20279847,358000,67,219000,64,47,NKLAQ
239,Proterra,Sustainable SCM,200.0,5.8,7.0,99.0,89.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,88.0,15.0,3.0,High,95.0,90.0,92406062,359000,68,219500,65,48,
240,Arrival,Vendor Managed Inventory,100.0,4.0,10.0,93.0,93.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,25301055,360000,69,220000,50,49,ARVLF
241,BYD,Just-In-Time,150.0,4.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,106777087,361000,70,220500,51,50,BYD
242,Geely,Lean Manufacturing,250.0,6.0,7.0,98.0,93.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,88.0,12.0,3.0,High,95.0,90.0,74583312,362000,60,221000,52,51,GELYF
243,Changan,Agile SCM,400.0,4.5,11.0,90.0,92.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,39449977,363000,61,221500,53,52,W8R.F
244,Great Wall Motors,Demand-Driven SCM,200.0,6.5,9.0,92.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,85.0,12.0,8.0,High,88.0,85.0,34119118,364000,62,222000,54,53,
245,SAIC Motor,Agile SCM,20000.0,6.0,2.0,98.0,91.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",85.0,20.0,5.0,High,90.0,85.0,7734103,365000,63,222500,55,54,600104.SS
246,FAW Group,Agile SCM,500.0,4.2,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,85.0,18727584,366000,64,223000,56,55,
247,Dongfeng Motor,Agile SCM,200.0,4.5,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,97148567,367000,65,223500,57,56,DNFGF
248,BAIC Group,Cross-Docking,300.0,10.0,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,15734210,368000,66,224000,58,57,
249,Tata Motors,Agile SCM,100.0,6.2,10.0,92.0,94.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,16689089,369000,67,224500,59,58,TATAMOTORS.NS
250,Mahindra & Mahindra,Lean Manufacturing,250.0,4.2,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,21351510,370000,68,225000,60,59,M&M.NS
251,Hero MotoCorp,Just-In-Time,20000.0,5.0,7.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,90.0,12.0,3.0,High,95.0,90.0,4345761,371000,69,225500,61,60,HEROMOTOCO.NS
252,Bajaj Auto,Agile SCM,150.0,6.0,2.0,98.0,89.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,80.0,12.0,5.0,High,90.0,85.0,89482492,372000,70,226000,62,40,BAJAJ-AUTO.NS
253,TVS Motor Company,Demand-Driven SCM,1300000.0,5.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,86641504,373000,60,226500,63,41,TVSMOTOR.NS
254,Piaggio,Vendor Managed Inventory,200.0,5.2,15.0,91.0,90.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,23234511,374000,61,227000,64,42,P1I.F
255,Suzuki,Vendor Managed Inventory,200.0,4.2,3.0,97.0,91.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,61136439,375000,62,227500,65,43,MARUTI.NS
256,Yamaha,Vendor Managed Inventory,500.0,4.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,5130398,376000,63,228000,50,44,YMA.DU
257,Kawasaki,Lean Manufacturing,150.0,5.8,10.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,17028709,377000,64,228500,51,45,KHE0.MU
258,Harley-Davidson,Lean Manufacturing,250.0,4.0,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,44196735,378000,65,229000,52,46,HOG
259,Indian Motorcycle,Lean Manufacturing,300.0,10.0,12.0,91.0,87.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,81121403,379000,66,229500,53,47,
260,Polaris,Lean Manufacturing,100000.0,4.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,21498556,380000,67,230000,54,48,PII
261,BRP Inc.,Agile SCM,200.0,6.0,22.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,75356617,381000,68,230500,55,49,DOOO
262,Zero Motorcycles,Lean Manufacturing,10000.0,5.2,18.0,90.0,85.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,104436259,382000,69,231000,56,50,
263,Energica,Agile SCM,1000000.0,6.0,18.0,88.0,92.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,45932659,383000,70,231500,57,51,
264,Lightning Motorcycles,Lean Manufacturing,200.0,50.0,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,80.0,9.0,15.0,Medium,85.0,80.0,97117136,384000,60,232000,58,52,
265,Damon Motorcycles,Cross-Docking,300.0,6.2,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,44054179,385000,61,232500,59,53,
266,Zapp Scooters,Agile SCM,150.0,4.2,14.0,90.0,90.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,9.0,12.0,Medium,85.0,85.0,61864220,386000,62,233000,60,54,
267,Gogoro,Lean Manufacturing,100.0,10.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,82.0,12.0,7.0,High,90.0,85.0,4848288,387000,63,233500,61,55,GGR
268,Ather Energy,Agile SCM,100.0,5.2,15.0,91.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,81.0,10.0,12.0,Medium,85.0,85.0,31725527,388000,64,234000,62,56,
269,Ola Electric,Sustainable SCM,300.0,3.5,4.0,95.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,85.0,12.0,5.0,High,90.0,85.0,28267185,389000,65,234500,63,57,OLAELEC.BO
270,Bounce,Agile SCM,400.0,8.2,15.0,95.0,88.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,85.0,8.0,12.0,Medium,88.0,85.0,48715258,390000,66,235000,64,58,AUCTION-USD
271,Lime,Lean Manufacturing,400.0,5.2,12.0,89.0,91.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,105797504,391000,67,235500,65,59,USLM
272,Bird,Agile SCM,300.0,7.0,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,98129092,392000,68,236000,50,60,BIRD
273,Spin,Demand-Driven SCM,150.0,5.5,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,75415326,393000,69,236500,51,40,SPIN
274,Tier Mobility,Agile SCM,500.0,6.0,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,80.0,10.0,7.0,High,90.0,85.0,87927857,394000,70,237000,52,41,
275,Voi Technology,Lean Manufacturing,300.0,6.0,5.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,80.0,11.0,5.0,High,90.0,85.0,18877238,395000,60,237500,53,42,2495.HK
276,Bolt Mobility,Agile SCM,200.0,10.0,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,102400392,396000,61,238000,54,43,
277,Segway-Ninebot,Lean Manufacturing,20000.0,8.3,10.0,92.0,93.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,49160572,397000,62,238500,55,44,
278,Unagi Scooters,Agile SCM,500.0,6.0,8.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,82.0,12.0,7.0,High,90.0,85.0,60361506,398000,63,239000,56,45,
279,Boosted,Lean Manufacturing,100.0,5.0,20.0,89.0,92.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,81.0,9.0,12.0,Medium,85.0,80.0,68532151,399000,64,239500,57,46,
280,Acton,Vendor Managed Inventory,200.0,7.5,7.0,98.0,89.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,73506851,400000,65,240000,58,47,
281,Swagtron,Efficient Consumer Response,20000.0,6.0,18.0,87.0,89.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,14650272,401000,66,240500,59,48,
282,Razor,Sustainable SCM,400.0,6.0,9.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,46787764,402000,67,241000,60,49,RAZOR-USD
283,Yadea,Lean Manufacturing,1500.0,4.0,15.0,91.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,107991438,403000,68,241500,61,50,YADGF
284,Niu Technologies,Agile SCM,200.0,4.2,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,43167706,404000,69,242000,62,51,NIU
285,ElectraMeccanica,Lean Manufacturing,500.0,4.5,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,80.0,11.0,8.0,High,87.0,85.0,73619290,405000,70,242500,63,52,
286,Arcimoto,Agile SCM,300.0,5.0,12.0,88.0,88.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,80.0,8.0,15.0,Medium,80.0,78.0,66360177,406000,60,243000,64,53,FUVV
287,Aptera,Demand-Driven SCM,500.0,4.5,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,102077763,407000,61,243500,65,54,
288,Sono Motors,Lean Manufacturing,250.0,4.0,12.0,90.0,91.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,85.0,9.0,8.0,High,88.0,85.0,107603002,408000,62,244000,50,55,
289,Lightyear,Agile SCM,300.0,5.0,14.0,90.0,87.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,82.0,9.0,12.0,Medium,85.0,85.0,12842660,409000,63,244500,51,56,YEAR-USD
290,Fisker,Vendor Managed Inventory,250.0,5.8,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,81.0,11.0,8.0,High,88.0,85.0,104703776,410000,64,245000,52,57,
291,Karma Automotive,Vendor Managed Inventory,10000.0,5.5,10.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,13021574,411000,65,245500,53,58,
292,Lotus Cars,Agile SCM,100.0,4.0,14.0,88.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,85.0,10.0,10.0,Medium,85.0,80.0,91499350,412000,66,246000,54,59,
293,TVR,Agile SCM,75000.0,7.7,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,85.0,10.0,5.0,High,90.0,85.0,106683174,413000,67,246500,55,60,TVRB.PA
294,Pininfarina,Sustainable SCM,70000.0,9.0,11.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,91693394,414000,68,247000,56,40,PNF.DU
295,Italdesign,Vendor Managed Inventory,100.0,2.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,96319576,415000,69,247500,57,41,
296,Magna International,Just-In-Time,200.0,1.0,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,80.0,10.0,8.0,High,88.0,85.0,42489278,416000,70,248000,58,42,MGA
297,Continental AG,Vendor Managed Inventory,500.0,7.0,10.0,93.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,49114108,417000,60,248500,59,43,CON.DE
298,Bosch,Lean Manufacturing,300.0,8.0,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,42058335,418000,61,249000,60,44,BOSCHLTD.NS
299,Denso,Lean Manufacturing,300.0,5.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,55553465,419000,62,249500,61,45,DNO.SG
300,ZF Friedrichshafen,Lean Manufacturing,500.0,5.8,2.0,98.0,88.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",82.0,20.0,5.0,High,90.0,85.0,87580057,420000,63,250000,62,46,
301,Valeo,Vendor Managed Inventory,400.0,4.0,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,81.0,11.0,10.0,High,88.0,85.0,106322093,421000,64,250500,63,47,FR.PA
302,Aisin Seiki,Agile SCM,150.0,4.0,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,49905867,422000,65,251000,64,48,AKN.SG
303,Aptiv,Vendor Managed Inventory,100.0,6.0,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,100532609,423000,66,251500,65,49,APTV
304,Lear Corporation,Agile SCM,200.0,4.5,18.0,88.0,88.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,24210513,424000,67,252000,50,50,LEA
305,BorgWarner,Agile SCM,150.0,6.5,11.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,10198500,425000,68,252500,51,51,BWA
306,Faurecia,Lean Manufacturing,20000.0,6.0,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,23448675,426000,69,253000,52,52,FAU.DU
307,Adient,Lean Manufacturing,100.0,4.2,10.0,90.0,85.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,80.0,11.0,8.0,High,88.0,85.0,102294404,427000,70,253500,53,53,ADNT
308,Autoliv,Agile SCM,1300000.0,4.5,10.0,92.0,88.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,80.0,11.0,8.0,High,88.0,85.0,23930985,428000,60,254000,54,54,ALV
309,Hyundai Mobis,Lean Manufacturing,200.0,10.0,10.0,92.0,94.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,22725757,429000,61,254500,55,55,012330.KS
310,Schaeffler Group,Vendor Managed Inventory,300.0,6.2,20.0,88.0,91.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,2597481,430000,62,255000,56,56,
311,Hella,Lean Manufacturing,100.0,4.2,18.0,90.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,82.0,11.0,10.0,Medium,85.0,85.0,57597409,431000,63,255500,57,57,HLLGY
312,Magna Steyr,Demand-Driven SCM,400.0,5.0,7.0,98.0,87.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,81.0,12.0,3.0,High,95.0,90.0,26939240,432000,64,256000,58,58,
313,KUKA,Lean Manufacturing,150.0,6.0,10.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,56688831,433000,65,256500,59,59,
314,Visteon,Sustainable SCM,150.0,5.0,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,68227908,434000,66,257000,60,60,VC
315,Yanfeng Automotive Interiors,Lean Manufacturing,100.0,5.2,22.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,55831369,435000,67,257500,61,40,
316,JTEKT,Vendor Managed Inventory,300.0,4.2,10.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,95499876,436000,68,258000,62,41,JTEKTINDIA.NS
317,NSK Ltd.,Lean Manufacturing,150.0,4.2,15.0,91.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,92942923,437000,69,258500,63,42,NSK.MU
318,Knorr-Bremse,Vendor Managed Inventory,500.0,5.8,11.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,80.0,9.0,10.0,High,87.0,80.0,61819577,438000,70,259000,64,43,KBX.DE
319,Brembo,Agile SCM,400.0,4.0,20.0,88.0,90.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,80.0,52157314,439000,60,259500,65,44,BRE.MI
320,Bridgestone,Lean Manufacturing,300.0,10.0,12.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,70612022,440000,61,260000,50,45,5108N.MX
321,Michelin,Agile SCM,300.0,4.0,12.0,89.0,85.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,46918819,441000,62,260500,51,46,ML.PA
322,Goodyear,Sustainable SCM,100.0,6.0,11.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,82.0,11.0,10.0,High,88.0,85.0,65557448,442000,63,261000,52,47,GT
323,Continental Tire,Lean Manufacturing,300.0,5.2,7.0,98.0,88.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,81.0,12.0,3.0,High,95.0,90.0,29367078,443000,64,261500,53,48,
324,Pirelli,Agile SCM,300.0,6.0,18.0,88.0,85.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,24244265,444000,65,262000,54,49,0P1R.IL
325,Yokohama Rubber,Lean Manufacturing,10000.0,50.0,12.0,91.0,94.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,100168601,445000,66,262500,55,50,YRB.F
326,Hankook Tire,Vendor Managed Inventory,20000.0,6.2,11.0,90.0,91.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,35427854,446000,67,263000,56,51,161390.KS
327,Cooper Tire & Rubber,Agile SCM,500.0,4.2,14.0,90.0,89.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,10.0,Medium,85.0,80.0,32576170,447000,68,263500,57,52,
328,Sumitomo Rubber,Sustainable SCM,200.0,10.0,7.0,99.0,93.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,85.0,15.0,3.0,High,95.0,90.0,21288949,448000,69,264000,58,53,108.SG
329,Toyo Tires,Vendor Managed Inventory,100.0,5.2,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,803329,449000,70,264500,59,54,
330,Apollo Tyres,Just-In-Time,150.0,3.5,12.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,80.0,11.0,10.0,High,88.0,85.0,42801199,450000,60,265000,60,55,APOLLOTYRE.NS
331,Kumho Tire,Lean Manufacturing,250.0,8.2,7.0,98.0,92.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,87753581,451000,61,265500,61,56,073240.KS
332,Nexen Tire,Agile SCM,400.0,5.2,11.0,90.0,89.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,3695962,452000,62,266000,62,57,002355.KS
333,Nokian Tyres,Demand-Driven SCM,200.0,7.0,9.0,92.0,91.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,82.0,12.0,8.0,High,88.0,85.0,18892009,453000,63,266500,63,58,TYRES.HE
334,Giti Tire,Agile SCM,20000.0,5.5,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",81.0,20.0,5.0,High,90.0,85.0,4294540,454000,64,267000,64,59,600182.SS
335,Linglong Tire,Agile SCM,500.0,6.0,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,29365615,455000,65,267500,65,60,
336,Sailun Tire,Agile SCM,200.0,6.0,8.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,54481925,456000,66,268000,50,40,
337,Triangle Tire,Cross-Docking,300.0,10.0,10.0,92.0,94.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,46626915,457000,67,268500,51,41,
338,Cheng Shin Rubber,Agile SCM,100.0,8.3,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,79945267,458000,68,269000,52,42,2105.TW
339,ZC Rubber,Lean Manufacturing,250.0,6.0,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,71819940,459000,69,269500,53,43,
340,Guizhou Tyre,Just-In-Time,20000.0,5.0,7.0,98.0,89.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,80.0,12.0,3.0,High,95.0,90.0,69778860,460000,70,270000,54,44,000589.SZ
341,JK Tyre & Industries,Agile SCM,150.0,7.5,2.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,80.0,12.0,5.0,High,90.0,85.0,39501027,461000,60,270500,55,45,JKTYRE.NS
